title,popularity_fixed,genero1,genero2,genero3,cluster,genres
Bye-Bye,0.0,Drama,,,0,Drama
The Relic,60.0,Horror,Mystery,Thriller,-1,Horror Mystery Thriller
The Island of Dr. Moreau,40.0,Fantasy,Horror,Science,3,Fantasy Horror Science
First Kid,0.0,Comedy,Family,,0,Comedy Family
The Trigger Effect,8.0,Drama,Thriller,,82,Drama Thriller
Sweet Nothing,0.0,,,,0,
Bogus,32.0,Fantasy,Comedy,Family,-1,Fantasy Comedy Family
Bulletproof,25.0,Action,Adventure,Comedy,-1,Action Adventure Comedy
Talk of Angels,0.0,Drama,Romance,War,0,Drama Romance War
The Land Before Time III: The Time of the Great Giving,0.0,Animation,Adventure,Family,0,Animation Adventure Family
1-900,0.0,,,,-1,
Baton Rouge,0.0,Thriller,,,-1,Thriller
Halloween: The Curse of Michael Myers,5.0,Horror,Thriller,,0,Horror Thriller
Twelfth Night,0.0,Drama,Comedy,Romance,0,Drama Comedy Romance
Mother Night,0.0,Drama,History,,0,Drama History
Liebelei,0.0,Drama,Romance,,-1,Drama Romance
Venice,0.0,Drama,Romance,,12,Drama Romance
Wild Reeds,0.0,Drama,Romance,,0,Drama Romance
For Whom the Bell Tolls,3.0,Drama,History,Romance,0,Drama History Romance
The Philadelphia Story,0.0,Comedy,Romance,,0,Comedy Romance
Singin' in the Rain,2.5408,Comedy,Music,Romance,0,Comedy Music Romance
An American in Paris,2.723903,Drama,Comedy,Music,0,Drama Comedy Music
Funny Face,0.0,Music,Comedy,Romance,0,Music Comedy Romance
Breakfast at Tiffany's,2.5,Comedy,Drama,Romance,8,Comedy Drama Romance
Vertigo,2.479,Mystery,Romance,Thriller,-1,Mystery Romance Thriller
Rear Window,1.0,Drama,Mystery,Thriller,0,Drama Mystery Thriller
It Happened One Night,0.325,Comedy,Romance,,0,Comedy Romance
Gaslight,2.068,Drama,Mystery,Thriller,-1,Drama Mystery Thriller
The Gay Divorcee,0.52,Comedy,Music,Romance,-1,Comedy Music Romance
North by Northwest,4.0,Mystery,Thriller,,0,Mystery Thriller
The Apartment,3.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Some Like It Hot,2.883848,Comedy,Romance,,0,Comedy Romance
Charade,4.0,Comedy,Mystery,Romance,-1,Comedy Mystery Romance
Casablanca,0.878,Drama,Romance,,-1,Drama Romance
The Maltese Falcon,0.375,Mystery,Crime,Thriller,-1,Mystery Crime Thriller
My Fair Lady,17.0,Drama,Family,Music,0,Drama Family Music
Sabrina,2.238813,Comedy,Drama,Romance,2,Comedy Drama Romance
Roman Holiday,1.5,Comedy,Romance,,17,Comedy Romance
The Little Princess,0.0,Drama,Comedy,Family,0,Drama Comedy Family
Meet Me in St. Louis,0.0,Comedy,Music,Romance,0,Comedy Music Romance
The Wizard of Oz,2.777,Adventure,Family,Fantasy,0,Adventure Family Fantasy
Gone with the Wind,4.0,Drama,Romance,War,80,Drama Romance War
My Favorite Year,0.0,Comedy,Drama,,0,Comedy Drama
Sunset Boulevard,1.752,Drama,,,0,Drama
Citizen Kane,0.839727,Mystery,Drama,,83,Mystery Drama
2001: A Space Odyssey,10.5,Science,Fiction,Mystery,0,Science Fiction Mystery
Golden Earrings,0.0,Adventure,Romance,,0,Adventure Romance
All About Eve,1.4,Drama,,,0,Drama
The Women,1.688,Comedy,Drama,,0,Comedy Drama
Rebecca,1.288,Drama,Mystery,,-1,Drama Mystery
Foreign Correspondent,0.0,Mystery,Thriller,War,60,Mystery Thriller War
Notorious,2.0,Thriller,Drama,Romance,-1,Thriller Drama Romance
Spellbound,1.5,Drama,Mystery,Thriller,-1,Drama Mystery Thriller
An Affair to Remember,0.0,Drama,Romance,,0,Drama Romance
To Catch a Thief,2.5,Crime,Drama,Mystery,-1,Crime Drama Mystery
Father of the Bride,0.0,Comedy,Drama,Family,0,Comedy Drama Family
The Band Wagon,0.0,Comedy,Music,,83,Comedy Music
Ninotchka,1.365,Comedy,Romance,,-1,Comedy Romance
Love in the Afternoon,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Gigi,0.0,Comedy,Music,Romance,-1,Comedy Music Romance
The Reluctant Debutante,0.0,Comedy,Romance,,-1,Comedy Romance
The Adventures of Robin Hood,2.033,Action,Adventure,Romance,0,Action Adventure Romance
The Mark of Zorro,0.0,Action,Adventure,Drama,0,Action Adventure Drama
Laura,1.02,Drama,Mystery,,-1,Drama Mystery
The Ghost and Mrs. Muir,0.0,Fantasy,Romance,Mystery,0,Fantasy Romance Mystery
Lost Horizon,4.0,Adventure,Fantasy,Drama,0,Adventure Fantasy Drama
Top Hat,0.609,Comedy,Music,Romance,0,Comedy Music Romance
To Be or Not to Be,0.0,Comedy,War,,-1,Comedy War
My Man Godfrey,0.0,Comedy,Romance,,0,Comedy Romance
Giant,5.4,Action,Drama,Western,0,Action Drama Western
East of Eden,1e-06,Drama,,,33,Drama
The Thin Man,0.226408,Comedy,Crime,Mystery,0,Comedy Crime Mystery
His Girl Friday,0.0,Comedy,Drama,,0,Comedy Drama
Around the World in Eighty Days,6.0,Adventure,Comedy,Family,0,Adventure Comedy Family
It's a Wonderful Life,3.18,Drama,Family,Fantasy,0,Drama Family Fantasy
Mr. Smith Goes to Washington,1.5,Comedy,Drama,,0,Comedy Drama
Bringing Up Baby,1.073,Comedy,Romance,,8,Comedy Romance
Penny Serenade,0.0,Drama,Romance,,-1,Drama Romance
The Scarlet Letter,0.0,Drama,,,0,Drama
Lady of Burlesque,0.0,Comedy,Thriller,Mystery,0,Comedy Thriller Mystery
Of Human Bondage,0.0,Drama,,,0,Drama
Angel on My Shoulder,0.0,Comedy,Fantasy,Romance,8,Comedy Fantasy Romance
Little Lord Fauntleroy,0.0,Drama,Family,,0,Drama Family
They Made Me a Criminal,0.0,Thriller,Crime,Drama,-1,Thriller Crime Drama
The Inspector General,0.0,Comedy,Music,Romance,84,Comedy Music Romance
Angel and the Badman,0.0,Romance,Western,,8,Romance Western
The 39 Steps,0.0,Action,Thriller,Mystery,0,Action Thriller Mystery
A Walk in the Sun,0.0,War,Drama,,0,War Drama
The Outlaw,0.0,Action,Adventure,Western,-1,Action Adventure Western
Night of the Living Dead,0.114,Horror,,,0,Horror
The African Queen,1.3,Adventure,War,Romance,0,Adventure War Romance
Beat the Devil,1.0,Action,Adventure,Comedy,0,Action Adventure Comedy
Cat on a Hot Tin Roof,3.0,Drama,Romance,,0,Drama Romance
The Last Time I Saw Paris,0.0,Romance,Drama,,0,Romance Drama
Meet John Doe,0.0,Drama,Comedy,Romance,0,Drama Comedy Romance
Algiers,0.0,Drama,Action,Mystery,-1,Drama Action Mystery
Something to Sing About,0.0,Comedy,,,-1,Comedy
A Farewell to Arms,4e-06,Drama,Romance,War,0,Drama Romance War
Moonlight Murder,0.0,Music,Mystery,,0,Music Mystery
Nothing Personal,0.0,Drama,,,22,Drama
"Yes, Madam",0.0,Action,Foreign,,0,Action Foreign
Dangerous Ground,0.0,Drama,,,0,Drama
Picnic,0.0,Drama,Romance,,0,Drama Romance
Madagascar Skin,0.0,,,,0,
The Pompatus of Love,0.0,Comedy,Romance,Drama,0,Comedy Romance Drama
Small Wonders,0.0,Documentary,Family,,0,Documentary Family
Fly Away Home,0.0,Action,Adventure,Drama,0,Action Adventure Drama
Bliss,0.0,Drama,Romance,,-1,Drama Romance
Grace of My Heart,0.0,Drama,Comedy,Music,0,Drama Comedy Music
Brother of Sleep,0.0,Drama,,,0,Drama
Maximum Risk,25.0,Action,Adventure,Thriller,85,Action Adventure Thriller
Michael Collins,28.0,Drama,Thriller,,0,Drama Thriller
The Rich Man's Wife,0.0,Drama,Thriller,,0,Drama Thriller
Infinity,0.0,Drama,Romance,,-1,Drama Romance
Big Night,0.0,Drama,,,0,Drama
Last Man Standing,67.0,Action,Crime,Drama,0,Action Crime Drama
Caught,0.0,Action,Drama,Thriller,86,Action Drama Thriller
Set It Off,9.0,Drama,Action,Crime,-1,Drama Action Crime
2 Days in the Valley,0.0,Comedy,Crime,,0,Comedy Crime
Curdled,2.3,Comedy,Crime,Thriller,-1,Comedy Crime Thriller
L'associé,0.0,Comedy,,,-1,Comedy
Ed's Next Move,0.0,,,,0,
Extreme Measures,38.0,Drama,Thriller,,87,Drama Thriller
The Glimmer Man,45.0,Action,Adventure,Crime,0,Action Adventure Crime
D3: The Mighty Ducks,0.0,Action,Comedy,Drama,0,Action Comedy Drama
The Chamber,50.0,Crime,Drama,,-1,Crime Drama
The Apple Dumpling Gang,0.0,Comedy,Family,,88,Comedy Family
"Davy Crockett, King of the Wild Frontier",0.0,Action,Adventure,Family,0,Action Adventure Family
Escape to Witch Mountain,0.0,Adventure,Fantasy,Science,0,Adventure Fantasy Science
The Love Bug,0.0,Comedy,Family,Fantasy,0,Comedy Family Fantasy
Herbie Rides Again,0.0,Romance,Comedy,Family,74,Romance Comedy Family
Old Yeller,0.0,Adventure,Drama,Western,0,Adventure Drama Western
The Parent Trap,0.0,Comedy,Family,,89,Comedy Family
Pollyanna,0.0,Adventure,,,-1,Adventure
Homeward Bound: The Incredible Journey,0.0,Adventure,Comedy,Drama,0,Adventure Comedy Drama
The Shaggy Dog,0.0,Comedy,Family,,0,Comedy Family
Swiss Family Robinson,0.0,Adventure,Family,,0,Adventure Family
That Darn Cat!,0.0,Drama,Family,Comedy,0,Drama Family Comedy
"20,000 Leagues Under the Sea",5.0,Adventure,Drama,Science,0,Adventure Drama Science
Cool Runnings,14.0,Comedy,,,90,Comedy
Angels in the Outfield,0.0,Fantasy,Drama,Comedy,0,Fantasy Drama Comedy
Cinderella,2.9,Family,Fantasy,Animation,0,Family Fantasy Animation
Winnie the Pooh and the Blustery Day,0.0,Animation,Family,Music,0,Animation Family Music
The Three Caballeros,0.0,Animation,Family,Music,-1,Animation Family Music
The Sword in the Stone,3.0,Animation,Family,,65,Animation Family
So Dear to My Heart,0.0,Animation,Drama,Family,0,Animation Drama Family
Robin Hood: Prince of Thieves,48.0,Adventure,,,0,Adventure
Mary Poppins,6.0,Comedy,Family,Fantasy,0,Comedy Family Fantasy
Dumbo,0.812,Animation,Family,,0,Animation Family
Pete's Dragon,10.0,Fantasy,Animation,Comedy,-1,Fantasy Animation Comedy
Bedknobs and Broomsticks,20.0,Adventure,Fantasy,Animation,-1,Adventure Fantasy Animation
Alice in Wonderland,3.0,Animation,Adventure,Family,0,Animation Adventure Family
The Fox and the Hound,12.0,Adventure,Animation,Drama,-1,Adventure Animation Drama
Freeway,3.0,Comedy,Drama,Thriller,-1,Comedy Drama Thriller
The Sound of Music,8.2,Drama,Family,Music,0,Drama Family Music
Die Hard,28.0,Action,Thriller,,0,Action Thriller
The Lawnmower Man,10.0,Horror,Thriller,Science,0,Horror Thriller Science
Unhook the Stars,0.0,Drama,Romance,,19,Drama Romance
Synthetic Pleasures,0.0,Documentary,,,-1,Documentary
The Secret Agent,0.0,Drama,Thriller,,0,Drama Thriller
Secrets & Lies,4.5,Drama,,,0,Drama
That Thing You Do!,0.0,Comedy,Drama,,0,Comedy Drama
To Gillian on Her 37th Birthday,0.0,Drama,Romance,,-1,Drama Romance
Surviving Picasso,16.0,Drama,Romance,,0,Drama Romance
Love Is All There Is,0.0,Comedy,Romance,,0,Comedy Romance
Beautiful Thing,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
The Long Kiss Goodnight,65.0,Crime,Action,Mystery,0,Crime Action Mystery
The Ghost and the Darkness,50.0,Adventure,,,0,Adventure
Looking for Richard,0.0,Documentary,,,91,Documentary
Trees Lounge,0.0,Comedy,Drama,,-1,Comedy Drama
The Proprietor,0.0,Drama,,,-1,Drama
Normal Life,0.0,Crime,Drama,,0,Crime Drama
Get on the Bus,2.4,Drama,,,-1,Drama
Shadow Conspiracy,45.0,Action,Thriller,,0,Action Thriller
Jude,7.0,Drama,Romance,,-1,Drama Romance
Everyone Says I Love You,20.0,Music,Comedy,Romance,0,Music Comedy Romance
Bitter Sugar,0.0,Drama,Romance,,0,Drama Romance
Romeo + Juliet,14.5,Drama,Romance,,53,Drama Romance
Swingers,0.2,Comedy,Romance,,-1,Comedy Romance
Sleepers,44.0,Crime,Drama,Thriller,-1,Crime Drama Thriller
The Sunchaser,0.0,Drama,,,-1,Drama
Johns,0.0,Drama,,,-1,Drama
Aladdin and the King of Thieves,0.0,Adventure,Animation,Family,0,Adventure Animation Family
The Woman in Question,0.0,Mystery,,,0,Mystery
Shall We Dance,0.0,Comedy,Music,Romance,0,Comedy Music Romance
A Damsel in Distress,0.0,Comedy,Music,Romance,-1,Comedy Music Romance
Crossfire,0.0,Crime,Drama,Mystery,-1,Crime Drama Mystery
"Murder, My Sweet",0.0,Crime,Drama,Mystery,0,Crime Drama Mystery
Macao,0.0,Adventure,Drama,Romance,-1,Adventure Drama Romance
For the Moment,0.00012,War,Drama,Romance,-1,War Drama Romance
Willy Wonka & the Chocolate Factory,3.0,Family,Fantasy,,0,Family Fantasy
The Sexual Life of the Belgians,0.0,Comedy,Romance,,0,Comedy Romance
The Innocents,0.0,Horror,,,-1,Horror
Sleeper,2.0,Comedy,Romance,Science,-1,Comedy Romance Science
Bananas,2.0,Comedy,,,74,Comedy
A Fish Called Wanda,7.5,Comedy,Crime,,0,Comedy Crime
Life of Brian,4.0,Comedy,,,0,Comedy
Victor/Victoria,0.0,Comedy,Music,Romance,-1,Comedy Music Romance
The Candidate,0.0,Comedy,Drama,,0,Comedy Drama
The Great Race,12.0,Adventure,Comedy,,0,Adventure Comedy
Bonnie and Clyde,2.5,Crime,Drama,,-1,Crime Drama
The Old Man and the Sea,0.0,Adventure,Drama,,0,Adventure Drama
Dial M for Murder,1.4,Crime,Mystery,Thriller,0,Crime Mystery Thriller
Madame Butterfly,0.0,,,,0,
Dirty Dancing,6.0,Drama,Music,Romance,44,Drama Music Romance
Reservoir Dogs,1.2,Crime,Thriller,,0,Crime Thriller
Platoon,6.0,Drama,War,Action,-1,Drama War Action
Weekend at Bernie's,6.5,Comedy,,,0,Comedy
Basic Instinct,49.0,Thriller,Mystery,,47,Thriller Mystery
The Doors,38.0,Drama,Music,,92,Drama Music
The Crying Game,3.705538,Romance,Crime,Drama,0,Romance Crime Drama
Glengarry Glen Ross,12.5,Crime,Drama,Mystery,93,Crime Drama Mystery
Sophie's Choice,12.0,Drama,Romance,,-1,Drama Romance
E.T. the Extra-Terrestrial,10.5,Science,Fiction,Adventure,-1,Science Fiction Adventure
The Search for One-eye Jimmy,0.0,Comedy,,,0,Comedy
A Christmas Carol,0.0,Fantasy,Drama,Family,0,Fantasy Drama Family
Days of Thunder,60.0,Adventure,,,0,Adventure
Top Gun,15.0,Action,Romance,War,0,Action Romance War
American Strays,0.0,Action,Comedy,,0,Action Comedy
Rebel Without a Cause,1.5,Drama,,,0,Drama
A Streetcar Named Desire,1.8,Drama,,,0,Drama
Children of the Corn IV: The Gathering,0.0,Horror,,,0,Horror
The Leopard Son,0.0,Documentary,,,0,Documentary
Charm's  Incidents,0.0,Comedy,,,94,Comedy
Bird of Prey,0.0,Crime,Drama,,-1,Crime Drama
Microcosmos,0.0,Documentary,,,-1,Documentary
Palookaville,0.0,Comedy,,,-1,Comedy
The Associate,0.0,Comedy,,,-1,Comedy
The Funeral,12.5,Crime,Drama,,41,Crime Drama
The Sleepover,0.0,Comedy,Horror,,-1,Comedy Horror
A Single Girl,0.0,Drama,,,0,Drama
The Eighth Day,0.0,Drama,,,0,Drama
North Star,0.0,Action,Adventure,Drama,0,Action Adventure Drama
Drunks,0.0,Drama,,,-1,Drama
The People vs. Larry Flynt,36.0,Drama,,,0,Drama
Glory Daze,0.0,Comedy,,,95,Comedy
A Perfect Candidate,0.0,Documentary,,,0,Documentary
On Golden Pond,0.0,Drama,,,0,Drama
The Return of the Pink Panther,5.0,Mystery,Comedy,Crime,0,Mystery Comedy Crime
Drop Dead Fred,6.788,Comedy,Fantasy,Family,0,Comedy Fantasy Family
The Abyss,70.0,Adventure,Action,Thriller,-1,Adventure Action Thriller
The Fog,1.0,Horror,,,0,Horror
Escape from New York,6.0,Science,Fiction,Action,0,Science Fiction Action
The Howling,1.0,Drama,Horror,,0,Drama Horror
Jean de Florette,4.940939,Drama,,,21,Drama
Manon of the Spring,0.0,Drama,,,-1,Drama
Johnny 100 Pesos,0.0,Drama,,,23,Drama
Private Benjamin,0.0,Comedy,,,0,Comedy
Monty Python and the Holy Grail,0.4,Adventure,Comedy,Fantasy,96,Adventure Comedy Fantasy
Hustler White,0.0,Romance,Drama,,0,Romance Drama
Dadetown,0.0,,,,-1,
Everything Relative,0.0,Drama,,,0,Drama
Entertaining Angels - The Dorothy Day Story,0.0,Drama,,,0,Drama
Three Lives and Only One Death,0.5,Comedy,Crime,,0,Comedy Crime
The Line King: The Al Hirschfeld Story,0.0,Documentary,,,0,Documentary
Snowriders,0.0,Documentary,,,-1,Documentary
Curtis's Charm,0.0,,,,94,
When We Were Kings,0.0,Documentary,,,0,Documentary
The Wrong Trousers,0.0,Animation,Comedy,Family,0,Animation Comedy Family
JLG/JLG: Self-Portrait in December,0.0,Documentary,,,-1,Documentary
The Return of Martin Guerre,0.0,Mystery,Crime,Drama,0,Mystery Crime Drama
Faust,0.0,Animation,Drama,Fantasy,-1,Animation Drama Fantasy
He Walked by Night,0.0,Drama,Thriller,,0,Drama Thriller
Raw Deal,0.0,Crime,,,-1,Crime
T-Men,0.0,Thriller,Crime,,0,Thriller Crime
The Children Are Watching Us,0.0,Drama,,,0,Drama
Pastoral Symphony,0.0,Drama,,,-1,Drama
Here Comes Cookie,0.0,,,,0,
Love In Bloom,0.0,,,,0,
Six of a Kind,0.0,Comedy,,,0,Comedy
The Tin Drum,0.0,Drama,History,War,0,Drama History War
The Ruling Class,0.0,Drama,Comedy,,97,Drama Comedy
Mina Tannenbaum,0.0,Drama,Comedy,,-1,Drama Comedy
2 or 3 Things I Know About Her,0.0,Comedy,Drama,,0,Comedy Drama
The Bloody Child,0.0,Drama,,,0,Drama
Dear God,0.0,Comedy,,,0,Comedy
Bad Moon,7.0,Horror,,,0,Horror
American Dream,0.0,Documentary,,,0,Documentary
Best of the Best 3: No Turning Back,0.0,Action,,,0,Action
Bob Roberts,0.0,Comedy,Drama,,98,Comedy Drama
Cinema Paradiso,0.0,Drama,Romance,,-1,Drama Romance
"The Cook, the Thief, His Wife & Her Lover",0.0,Crime,Drama,,0,Crime Drama
Dead Tired,0.0,Comedy,,,0,Comedy
Delicatessen,4.0,Comedy,Science,Fiction,-1,Comedy Science Fiction
The Double Life of Veronique,0.0,Drama,Thriller,,0,Drama Thriller
Enchanted April,0.0,Romance,Drama,,-1,Romance Drama
Paths of Glory,0.935,Drama,War,,95,Drama War
The Grifters,0.0,Crime,Drama,,-1,Crime Drama
Hear My Song,0.0,Comedy,Foreign,,0,Comedy Foreign
The Shooter,0.0,Western,,,-1,Western
The English Patient,27.0,Drama,Romance,War,13,Drama Romance War
Mediterraneo,0.0,Comedy,Romance,War,-1,Comedy Romance War
My Left Foot: The Story of Christy Brown,0.64518,Drama,,,0,Drama
"Sex, Lies, and Videotape",1.2,Drama,,,0,Drama
Passion Fish,0.0,Drama,,,0,Drama
Strictly Ballroom,3.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
The Thin Blue Line,0.0,Mystery,Documentary,Crime,0,Mystery Documentary Crime
Tie Me Up! Tie Me Down!,0.0,Comedy,Crime,Drama,27,Comedy Crime Drama
Madonna: Truth or Dare,4e-06,Documentary,Music,,0,Documentary Music
Paris is Burning,0.5,Documentary,,,0,Documentary
One Flew Over the Cuckoo's Nest,3.0,Drama,,,-1,Drama
Up in Smoke,0.0,Comedy,,,26,Comedy
The Empire Strikes Back,18.0,Adventure,Action,Science,0,Adventure Action Science
The Princess Bride,16.0,Adventure,Family,Fantasy,0,Adventure Family Fantasy
Raiders of the Lost Ark,18.0,Adventure,Action,,0,Adventure Action
Brazil,15.0,Comedy,Science,Fiction,-1,Comedy Science Fiction
Aliens,18.5,Horror,Action,Thriller,-1,Horror Action Thriller
"The Good, the Bad and the Ugly",1.2,Western,,,0,Western
Withnail & I,0.0,Comedy,Drama,,-1,Comedy Drama
12 Angry Men,0.35,Drama,,,0,Drama
Lawrence of Arabia,15.0,Adventure,Drama,History,0,Adventure Drama History
A Clockwork Orange,2.2,Science,Fiction,Drama,-1,Science Fiction Drama
To Kill a Mockingbird,2.0,Crime,Drama,,0,Crime Drama
Apocalypse Now,31.5,Drama,War,,-1,Drama War
Once Upon a Time in the West,5.0,Western,,,0,Western
Return of the Jedi,32.35,Adventure,Action,Science,0,Adventure Action Science
Wings of Desire,2.5,Drama,Fantasy,Romance,0,Drama Fantasy Romance
The Third Man,0.0,Thriller,Mystery,,0,Thriller Mystery
GoodFellas,25.0,Drama,Crime,,-1,Drama Crime
Alien,11.0,Horror,Action,Thriller,0,Horror Action Thriller
Army of Darkness,11.0,Fantasy,Horror,Comedy,49,Fantasy Horror Comedy
The Big Blue,0.0,Adventure,Drama,Romance,0,Adventure Drama Romance
Ran,11.5,Action,Drama,History,-1,Action Drama History
The Killer,0.0,Action,Crime,Drama,0,Action Crime Drama
Psycho,0.806948,Drama,Horror,Thriller,0,Drama Horror Thriller
The Blues Brothers,27.0,Music,Comedy,Action,0,Music Comedy Action
The Godfather: Part II,13.0,Drama,Crime,,0,Drama Crime
Full Metal Jacket,17.0,Drama,War,,63,Drama War
A Grand Day Out,0.0,Adventure,Animation,Comedy,0,Adventure Animation Comedy
Henry V,9.0,War,Drama,History,0,War Drama History
Amadeus,18.0,Drama,History,Music,-1,Drama History Music
The Quiet Man,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Once Upon a Time in America,30.0,Drama,Crime,,0,Drama Crime
Raging Bull,18.0,Drama,,,-1,Drama
Annie Hall,4.0,Comedy,Drama,Romance,0,Comedy Drama Romance
The Right Stuff,27.0,Drama,History,,99,Drama History
Stalker,0.0,Drama,Science,Fiction,-1,Drama Science Fiction
Das Boot,14.0,Action,Drama,History,-1,Action Drama History
The Sting,5.5,Comedy,Crime,Drama,-1,Comedy Crime Drama
Harold and Maude,1.2,Comedy,Drama,Romance,-1,Comedy Drama Romance
Trust,0.7,Drama,Comedy,,-1,Drama Comedy
The Seventh Seal,0.0,Fantasy,Drama,,0,Fantasy Drama
Local Hero,0.0,Comedy,Drama,,0,Comedy Drama
The Terminator,6.4,Action,Thriller,Science,0,Action Thriller Science
Braindead,3.0,Horror,Comedy,,-1,Horror Comedy
Glory,18.0,War,,,95,War
Rosencrantz & Guildenstern Are Dead,0.0,Comedy,Drama,,0,Comedy Drama
Manhattan,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Miller's Crossing,14.0,Drama,Thriller,Crime,0,Drama Thriller Crime
Dead Poets Society,16.4,Drama,,,0,Drama
The Graduate,3.0,Drama,,,-1,Drama
Touch of Evil,0.829,Drama,Thriller,Crime,0,Drama Thriller Crime
La Femme Nikita,0.0,Action,Thriller,,15,Action Thriller
The Bridge on the River Kwai,3.0,Drama,History,War,0,Drama History War
8½,0.0,Fantasy,Drama,,-1,Fantasy Drama
Chinatown,6.0,Crime,Drama,Mystery,-1,Crime Drama Mystery
The Day the Earth Stood Still,1.2,Drama,Science,Fiction,0,Drama Science Fiction
The Treasure of the Sierra Madre,3.8,Action,Adventure,Drama,3,Action Adventure Drama
Bad Taste,0.02571,Action,Comedy,Horror,0,Action Comedy Horror
Duck Soup,0.0,Comedy,,,100,Comedy
Better Off Dead...,0.0,Comedy,,,0,Comedy
The Shining,19.0,Horror,Thriller,,-1,Horror Thriller
Stand by Me,8.0,Crime,Drama,,0,Crime Drama
M,0.0,Drama,Action,Thriller,-1,Drama Action Thriller
Evil Dead II,3.6,Horror,Comedy,Fantasy,0,Horror Comedy Fantasy
The Great Escape,4.0,Adventure,Drama,History,0,Adventure Drama History
The Deer Hunter,15.0,Drama,War,,0,Drama War
Diva,0.0,Action,Drama,Music,-1,Action Drama Music
Groundhog Day,14.6,Romance,Fantasy,Drama,0,Romance Fantasy Drama
Unforgiven,14.0,Western,,,-1,Western
The Manchurian Candidate,80.0,Mystery,Thriller,,0,Mystery Thriller
Pump up the Volume,0.0,Music,Drama,,-1,Music Drama
Arsenic and Old Lace,1.120175,Comedy,Crime,,0,Comedy Crime
Back to the Future,19.0,Adventure,Comedy,Science,0,Adventure Comedy Science
Fried Green Tomatoes,11.0,Drama,Comedy,,0,Drama Comedy
Patton,12.0,Drama,History,War,-1,Drama History War
Down by Law,0.0,Crime,Drama,Comedy,0,Crime Drama Comedy
Akira,8.0,Science,Fiction,Animation,-1,Science Fiction Animation
Highlander,16.0,Adventure,Action,Fantasy,45,Adventure Action Fantasy
Cool Hand Luke,3.0,Crime,Drama,,90,Crime Drama
Cyrano de Bergerac,0.0,Drama,Comedy,History,-1,Drama Comedy History
Young Frankenstein,2.8,Comedy,Science,Fiction,0,Comedy Science Fiction
Night on Earth,3.5,Comedy,Drama,,0,Comedy Drama
Raise the Red Lantern,0.0,Drama,,,0,Drama
The Great Dictator,2.0,Comedy,,,0,Comedy
Fantasia,2.28,Animation,Family,Music,-1,Animation Family Music
High Noon,0.73,Western,,,0,Western
The Big Sleep,0.0,Crime,Drama,Mystery,0,Crime Drama Mystery
Heathers,0.0,Thriller,Comedy,Drama,-1,Thriller Comedy Drama
Somewhere in Time,5.1,Science,Fiction,Drama,0,Science Fiction Drama
Ben-Hur,15.0,Action,Adventure,Drama,-1,Action Adventure Drama
This Is Spinal Tap,2.5,Comedy,Music,,-1,Comedy Music
Koyaanisqatsi,0.0,Documentary,Music,,-1,Documentary Music
Some Kind of Wonderful,0.0,Drama,Romance,,0,Drama Romance
Indiana Jones and the Last Crusade,48.0,Adventure,Action,,0,Adventure Action
Being There,0.0,Comedy,Drama,,-1,Comedy Drama
Gandhi,22.0,Drama,History,,-1,Drama History
The Unbearable Lightness of Being,17.0,Comedy,Romance,,-1,Comedy Romance
A Room with a View,3.0,Drama,Romance,,0,Drama Romance
Real Genius,0.0,Comedy,Romance,,101,Comedy Romance
Pink Floyd: The Wall,12.0,Music,,,0,Music
The Killing Fields,14.4,War,Drama,History,50,War Drama History
My Life as a Dog,0.0,Drama,Comedy,,0,Drama Comedy
Forbidden Planet,1.9,Adventure,Science,Fiction,0,Adventure Science Fiction
Field of Dreams,0.0,Drama,Fantasy,,0,Drama Fantasy
The Man Who Would Be King,0.0,Adventure,Drama,,0,Adventure Drama
Butch Cassidy and the Sundance Kid,6.0,History,Drama,Western,0,History Drama Western
"Paris, Texas",1.746964,Drama,,,0,Drama
Until the End of the World,23.0,Thriller,Drama,Science,0,Thriller Drama Science
When Harry Met Sally...,16.0,Comedy,Romance,Drama,0,Comedy Romance Drama
I Shot a Man in Vegas,0.0,,,,0,
Parallel Sons,0.0,,,,-1,
Hype!,0.0,Documentary,Music,,0,Documentary Music
Santa with Muscles,0.0,Family,Comedy,,0,Family Comedy
Female Perversions,0.0,Drama,Romance,,102,Drama Romance
Mad Dog Time,0.0,Drama,Action,Comedy,0,Drama Action Comedy
Breathing Room,0.0,Romance,Comedy,,0,Romance Comedy
Paris Was a Woman,0.0,Documentary,,,0,Documentary
I'm Not Rappaport,0.0,Comedy,,,-1,Comedy
Blue Juice,0.0,Comedy,Romance,,0,Comedy Romance
Kids of Survival,0.0,,,,0,
Alien³,50.0,Science,Fiction,Action,-1,Science Fiction Action
An American Werewolf in London,10.0,Horror,Comedy,,0,Horror Comedy
Amityville: It's About Time,0.0,Horror,,,0,Horror
Amityville 3-D,0.0,Horror,Thriller,,0,Horror Thriller
Amityville: Dollhouse,0.0,Horror,,,0,Horror
Amityville: A New Generation,1.5,Horror,,,0,Horror
Amityville II: The Possession,0.0,Horror,,,0,Horror
