Movie_id,short_language,language
96631,ja,日本語
191726,en,English
243919,en,English
159652,ru,Pусский
253284,hi,हिन्दी
66584,en,English
57681,zh,普通话
282624,ru,Pусский
113655,sv,svenska
232610,en,English
146380,ro,Română
75086,en,English
46448,en,English
198326,es,Español
121513,ja,日本語
196421,,
198772,de,Deutsch
14505,en,English
117212,en,English
113300,en,English
89656,en,English
82430,en,English
39925,ja,日本語
28801,zh,普通话
95029,en,English
115972,sv,svenska
28771,it,Italiano
201124,en,English
40419,en,English
13643,es,Español
65534,bg,български език
70989,en,English
59163,en,English
38017,es,Español
54064,en,English
10119,en,English
118180,en,English
126729,fr,Français
63585,ru,Pусский
59110,en,English
31292,es,Español
218305,en,English
83909,fr,Français
233863,en,English
69517,sv,svenska
160874,ja,日本語
220620,cn,广州话 / 廣州話
290764,en,English
228203,en,English
105156,,
173168,,
245158,fr,Français
55433,en,English
207766,en,English
309302,ko,한국어/조선말
110779,cn,广州话 / 廣州話
66055,en,English
105120,zh,普通话
128353,ja,日本語
119884,en,English
31243,ko,한국어/조선말
104848,en,English
285595,de,Deutsch
243940,en,English
241754,de,Deutsch
112649,ru,Pусский
47985,en,English
298396,en,English
63067,en,English
38396,sv,svenska
50531,en,English
66700,en,English
79683,sv,svenska
29498,en,English
130457,de,Deutsch
239573,en,English
298040,de,Deutsch
165586,en,English
197950,en,English
104435,de,Deutsch
216876,en,English
277167,en,English
67883,,
105853,en,English
260912,en,English
128588,en,English
223954,en,English
132759,en,English
17470,en,English
91443,es,Español
196750,ja,日本語
259956,en,English
45179,ru,Pусский
54890,en,English
191121,en,English
45628,en,English
83912,en,English
106326,,
59050,en,English
246743,fr,Français
264337,de,Deutsch
324260,ja,日本語
322456,da,Dansk
50135,en,English
78124,ja,日本語
287233,so,Somali
2963,sv,svenska
132426,,
174372,it,Italiano
269200,en,English
270938,en,English
161267,en,English
195186,en,English
33229,en,English
75861,en,English
59015,en,English
197936,en,English
73530,ru,Pусский
105149,ru,Pусский
195020,en,English
230606,,
105232,,
105384,en,English
260839,fr,Français
105145,en,English
199985,en,English
157152,en,English
205865,en,English
174650,en,English
209032,no,Norsk
76226,sv,svenska
213983,en,English
86321,en,English
91908,lv,Latviešu
181999,lv,Latviešu
36785,lv,Latviešu
127424,en,English
84176,en,English
102807,es,Español
288312,en,English
125344,hi,हिन्दी
44570,hi,हिन्दी
213598,en,English
216790,,
97607,zh,普通话
241554,en,English
257912,en,English
48775,en,English
280922,en,English
139571,fr,Français
48207,es,Español
326057,en,English
250668,de,Deutsch
201777,en,English
139334,cn,广州话 / 廣州話
38681,en,English
317683,en,English
106922,hi,हिन्दी
107068,en,English
200867,sv,svenska
183039,da,Dansk
27638,en,English
29094,,
42288,en,English
53769,en,English
184351,en,English
265712,en,English
294690,en,English
66164,en,English
49239,en,English
138941,en,English
254193,en,English
144204,en,English
30460,en,English
279972,fa,فارسی
112454,en,English
137370,en,English
324279,en,English
330275,de,Deutsch
142528,fr,Français
59346,en,English
85025,fr,Français
135281,en,English
291362,en,English
260030,en,English
150689,en,English
326359,en,English
283302,en,English
321644,en,English
263281,,
228968,,
319975,en,English
238215,fr,Français
327225,de,Deutsch
85511,en,English
99909,en,English
43871,de,Deutsch
31341,es,Español
5065,pt,Português
261249,en,English
171045,en,English
124521,nb,Bokmål
221395,en,English
43018,en,English
110965,fr,Français
297850,ru,Pусский
32941,en,English
76794,en,English
179715,en,English
48719,en,English
40681,en,English
71507,en,English
65506,ru,Pусский
39001,tg,
133601,,
163631,fr,Français
51136,ar,العربية
70202,en,English
109102,en,English
48457,en,English
25548,cs,Český
72003,lt,Lietuvikai
169158,lt,Lietuvikai
253283,,
323555,ko,한국어/조선말
158113,en,English
148410,,
137960,fr,Français
46586,en,English
200324,en,English
35946,de,Deutsch
71626,en,English
264553,tr,Türkçe
141978,,
45197,en,English
35023,en,English
193523,fr,Français
236314,es,Español
295058,en,English
305450,en,English
300364,pt,Português
324436,fr,Français
38445,,
325205,en,English
13923,en,English
55784,zh,普通话
89531,es,Español
88418,ca,Català
256306,en,English
215637,en,English
14733,en,English
228558,en,English
70027,en,English
77787,it,Italiano
69576,ja,日本語
328233,es,Español
47467,zh,普通话
221488,fr,Français
69999,de,Deutsch
121830,de,Deutsch
39522,es,Español
154140,en,English
193229,,
13277,en,English
97899,en,English
67654,en,English
47432,,
25055,en,English
101904,it,Italiano
31347,en,English
71591,it,Italiano
40261,tr,Türkçe
264321,en,English
102938,fr,Français
103432,en,English
28784,en,English
72993,,
91583,en,English
94468,en,English
90086,it,Italiano
32064,en,English
199578,en,English
175774,en,English
75028,en,English
243688,en,English
266647,en,English
252512,en,English
45148,fi,suomi
37039,en,English
40113,fi,suomi
257444,en,English
322378,fr,Français
272634,en,English
100205,en,English
271674,en,English
59414,en,English
267481,en,English
27035,fr,Français
27036,ar,العربية
71910,he,עִבְרִית
253307,en,English
262500,ja,日本語
325138,,
82448,en,English
230179,,
39385,,
142408,en,English
78258,es,Español
40180,cn,广州话 / 廣州話
118412,en,English
113082,zh,普通话
144288,en,English
271724,en,English
30496,en,English
18815,en,English
213110,cs,Český
228161,en,English
20377,fr,Français
261375,en,English
69619,en,English
71924,en,English
62243,pt,Português
252714,en,English
252888,en,English
125990,en,English
252144,en,English
128364,en,English
97593,es,Español
82598,en,English
216153,en,English
181269,en,English
260947,en,English
245703,zh,普通话
266396,en,English
275060,en,English
276401,en,English
199647,en,English
38198,en,English
255343,en,English
74746,ja,日本語
47570,en,English
30792,en,English
108723,,
48691,es,Español
314389,en,English
255890,en,English
260176,es,Español
136070,en,English
244063,en,English
227975,it,Italiano
220493,fr,Français
168259,en,English
277685,fr,Français
246308,de,Deutsch
140441,it,Italiano
228973,ja,日本語
23155,de,Deutsch
105503,it,Italiano
59098,,
284013,en,English
75848,en,English
271550,sv,svenska
97559,en,English
26340,fr,Français
255843,en,English
79823,zh,普通话
26113,en,English
256030,en,English
291272,de,Deutsch
293970,he,עִבְרִית
112058,en,English
73612,en,English
119552,en,English
80624,en,English
90806,fr,Français
60079,ru,Pусский
63590,en,English
10580,en,English
69165,,
167951,en,English
87122,en,English
5896,ja,日本語
31281,en,English
23504,en,English
57219,pt,Português
40927,en,English
87178,de,Deutsch
70903,en,English
49038,en,English
71750,en,English
50295,en,English
51434,en,English
38652,en,English
117428,ja,日本語
117424,hi,हिन्दी
31942,ta,தமிழ்
94236,en,English
120386,no,Norsk
42030,no,Norsk
174383,en,English
110624,it,Italiano
163630,he,עִבְרִית
28263,en,English
173638,,
241855,fr,Français
327029,en,English
81475,it,Italiano
121052,en,English
266537,fr,Français
276901,en,English
302465,de,Deutsch
79570,fr,Français
48376,pt,Português
81464,ru,Pусский
76172,pt,Português
240745,en,English
169656,en,English
47412,en,English
137222,en,English
40040,en,English
83361,fr,Français
35453,,
267793,zh,普通话
19318,en,English
40344,fr,Français
136190,en,English
94874,en,English
106682,en,English
33018,tl,
106679,en,English
38446,en,English
86643,en,English
36600,es,Español
285863,en,English
8371,en,English
181283,en,English
78402,fi,suomi
39041,fi,suomi
105766,en,English
74119,fr,Français
118083,ru,Pусский
149926,en,English
13015,ko,한국어/조선말
184155,fr,Français
32334,en,English
137221,is,Íslenska
81022,en,English
317168,en,English
165027,fr,Français
283227,en,English
187252,en,English
31413,fr,Français
108540,,
45777,en,English
52980,fr,Français
52874,is,Íslenska
64912,en,English
52979,en,English
9527,he,עִבְרִית
79572,en,English
257091,ko,한국어/조선말
143928,en,English
326665,en,English
322518,en,English
161064,en,English
305091,,
130100,en,English
53915,en,English
328032,en,English
96217,de,Deutsch
80527,,
259616,en,English
35177,en,English
1269,en,English
51450,en,English
1419,fr,Français
14642,en,English
298751,en,English
79433,en,English
81086,en,English
133396,en,English
150056,en,English
61104,en,English
11207,en,English
257734,en,English
16119,en,English
167161,fr,Français
11651,en,English
204712,en,English
11179,,
79361,,
21385,en,English
33719,fr,Français
114438,en,English
238302,en,English
130798,en,English
50166,en,English
33436,en,English
5833,es,Español
78694,en,English
333324,ro,Română
12128,en,English
71191,pt,Português
15713,en,English
10659,cn,广州话 / 廣州話
96872,,
48411,pt,Português
1615,en,English
1616,en,English
11084,en,English
24696,en,English
9497,en,English
2169,en,English
9337,it,Italiano
6172,en,English
78313,en,English
9673,en,English
9514,en,English
9496,en,English
73770,en,English
10036,ko,한국어/조선말
233438,zh,普通话
11664,,
9572,en,English
1915,fr,Français
51880,en,English
258751,en,English
208982,ru,Pусский
56771,en,English
254578,en,English
328595,fr,Français
160171,de,Deutsch
287422,fr,Français
254200,,
265563,en,English
293771,en,English
272162,en,English
177436,en,English
179053,en,English
138486,en,English
180721,en,English
44119,en,English
153162,en,English
103164,en,English
301225,en,English
214447,ja,日本語
35428,en,English
91628,en,English
9478,en,English
10470,en,English
10010,bn,বাংলা
9565,bg,български език
9677,en,English
4436,en,English
9274,en,English
285213,ca,Català
32099,de,Deutsch
286971,es,Español
47745,en,English
332079,en,English
290864,en,English
22489,en,English
42023,en,English
264098,en,English
202639,en,English
46696,en,English
29582,en,English
106268,th,ภาษาไทย
27662,en,English
68745,en,English
15469,de,Deutsch
242628,it,Italiano
112739,fr,Français
114116,,
167262,en,English
204737,en,English
58920,en,English
120520,en,English
257574,en,English
241797,es,Español
187482,en,English
245260,en,English
17212,en,English
22365,en,English
29254,en,English
15674,en,English
183218,en,English
20893,en,English
277388,en,English
278283,en,English
46368,en,English
273341,en,English
184267,en,English
52827,en,English
36335,en,English
140212,,
75006,ar,العربية
237756,de,Deutsch
276904,en,English
221732,en,English
221731,en,English
323967,en,English
299551,en,English
106717,en,English
294993,de,Deutsch
9629,ja,日本語
146229,es,Español
294991,,
293572,,
253376,en,English
265019,en,English
299588,en,English
314065,en,English
298093,de,Deutsch
15286,ja,日本語
50288,,
267457,,
274815,en,English
257134,pt,Português
77586,en,English
214135,en,English
228426,en,English
53252,en,English
73534,en,English
53435,fr,Français
288618,en,English
259843,xx,No Language
129115,,
126883,hi,हिन्दी
84925,en,English
255253,en,English
255979,en,English
67183,en,English
61117,en,English
52736,el,ελληνικά
37573,,
84724,,
83567,en,English
101995,ar,العربية
54424,en,English
35964,en,English
124611,en,English
270336,de,Deutsch
270409,hu,Magyar
138767,en,English
254023,en,English
131739,en,English
2189,en,English
44664,ja,日本語
110538,en,English
264763,en,English
293126,el,ελληνικά
60029,,
52117,el,ελληνικά
67693,en,English
148833,en,English
57683,en,English
163523,en,English
82401,en,English
214216,en,English
46836,,
296095,en,English
70349,en,English
276906,fr,Français
300690,en,English
257214,en,English
88338,es,Español
49497,de,Deutsch
169379,nl,Nederlands
142216,zh,普通话
117509,en,English
46578,es,Español
62545,nl,Nederlands
177354,en,English
27200,en,English
12601,en,English
151123,it,Italiano
263109,en,English
244539,en,English
62678,en,English
26447,de,Deutsch
192452,en,English
14630,en,English
81457,en,English
58507,en,English
98103,et,Eesti
57308,fr,Français
46830,en,English
101968,en,English
16217,en,English
15029,en,English
117510,it,Italiano
151370,es,Español
54803,en,English
210777,de,Deutsch
117512,,
134308,en,English
58219,en,English
308504,en,English
83706,en,English
40817,en,English
92038,en,English
72024,en,English
321640,hi,हिन्दी
296029,en,English
30723,pl,Polski
85598,en,English
190913,en,English
321528,ml,
85948,en,English
268523,en,English
228692,de,Deutsch
58411,en,English
251489,de,Deutsch
38923,te,తెలుగు
30467,en,English
93935,sv,svenska
87817,en,English
38981,en,English
251419,en,English
305310,fa,فارسی
151141,en,English
181801,hi,हिन्दी
31448,ko,한국어/조선말
51743,hi,हिन्दी
134153,en,English
29631,fr,Français
90888,en,English
304357,,
29611,fr,Français
283703,en,English
159479,en,English
50220,en,English
248808,en,English
33370,fr,Français
328763,it,Italiano
11677,en,English
10146,en,English
320996,de,Deutsch
301304,es,Español
269148,he,עִבְרִית
18506,es,Español
231401,en,English
13584,en,English
158455,en,English
111149,en,English
276902,fr,Français
284189,en,English
51883,en,English
9803,en,English
332356,en,English
156329,pt,Português
41422,fr,Français
79908,de,Deutsch
36808,en,English
40600,en,English
119592,fr,Français
24626,de,Deutsch
255324,pt,Português
27886,en,English
104043,fi,suomi
79054,ja,日本語
84997,,
117514,tr,Türkçe
93922,sq,shqip
129332,pt,Português
30411,en,English
29819,en,English
38967,fr,Français
31086,de,Deutsch
93937,it,Italiano
114674,tl,
228108,,
84771,en,English
89931,en,English
38916,en,English
30296,en,English
36696,en,English
214827,ar,العربية
93215,hi,हिन्दी
56379,mr,
248559,en,English
29108,fr,Français
47946,en,English
334651,en,English
43030,ru,Pусский
31344,es,Español
44672,en,English
84777,en,English
202337,ja,日本語
52894,en,English
242575,en,English
81894,so,Somali
98308,de,Deutsch
30643,en,English
54118,en,English
72178,ja,日本語
37935,,
58242,,
107287,en,English
65218,de,Deutsch
116521,en,English
77850,en,English
105246,en,English
71697,en,English
89909,fi,suomi
260672,en,English
200114,en,English
188826,en,English
8490,,
85230,it,Italiano
158852,en,English
294083,,
37582,en,English
322460,pt,Português
107525,ru,Pусский
255157,en,English
167221,en,English
229328,en,English
136345,es,Español
330588,en,English
215658,en,English
283708,,
253639,en,English
323016,hi,हिन्दी
250665,en,English
208333,en,English
289126,en,English
320299,en,English
335141,en,English
335145,en,English
267623,en,English
74087,zh,普通话
292262,en,English
19900,en,English
26574,de,Deutsch
253626,ar,العربية
10370,ur,اردو
158217,en,English
259958,cn,广州话 / 廣州話
59481,en,English
283698,de,Deutsch
53670,fr,Français
243526,it,Italiano
284270,pt,Português
186610,,
180418,en,English
312797,el,ελληνικά
88744,tr,Türkçe
62008,fr,Français
62730,sv,svenska
283707,en,English
229182,en,English
321678,en,English
26569,en,English
253303,ko,한국어/조선말
134662,ms,Bahasa melayu
256961,zh,普通话
282313,en,English
32901,en,English
261273,da,Dansk
312316,en,English
52629,en,English
54770,en,English
139302,en,English
287587,sr,Srpski
145474,,
19306,en,English
270654,,
269776,en,English
103199,en,English
328799,en,English
127475,en,English
203072,en,English
100351,en,English
132128,ja,日本語
90509,fr,Français
195385,ln,
92233,en,English
77029,nl,Nederlands
91255,ja,日本語
92389,ja,日本語
72002,en,English
167101,pt,Português
3164,en,English
30034,en,English
52681,fi,suomi
44409,ja,日本語
265741,en,English
43789,en,English
95493,en,English
281180,en,English
134693,ja,日本語
46915,en,English
91472,en,English
52212,en,English
301229,en,English
86269,en,English
61865,ro,Română
85184,el,ελληνικά
274415,en,English
86258,en,English
94739,,
299353,fa,فارسی
92716,,
70247,,
128043,es,Español
147264,,
185843,en,English
45679,de,Deutsch
291558,he,עִבְרִית
47944,fi,suomi
20036,,
165321,,
275244,en,English
28855,en,English
128614,en,English
91683,es,Español
278990,fr,Français
270400,ja,日本語
259453,en,English
214464,en,English
38154,en,English
35703,es,Español
43913,en,English
17669,en,English
164331,en,English
97829,es,Español
281778,en,English
330431,en,English
19599,ja,日本語
14572,ja,日本語
260310,en,English
248087,en,English
94205,,
225982,en,English
139862,en,English
75066,,
289720,en,English
294517,de,Deutsch
282631,en,English
32029,cs,Český
96337,en,English
55044,de,Deutsch
85644,en,English
84511,en,English
144498,en,English
290865,fr,Français
75989,en,English
49823,xx,No Language
154276,ro,Română
241939,en,English
246654,en,English
12697,en,English
329540,fr,Français
18068,en,English
278316,en,English
228205,,
272418,,
142115,,
52333,nl,Nederlands
38035,es,Español
266331,fr,Français
45873,fr,Français
284289,en,English
325382,hi,हिन्दी
284470,en,English
332759,en,English
228381,en,English
290043,en,English
254936,en,English
21461,en,English
295592,,
315367,ja,日本語
313074,en,English
114003,ja,日本語
128207,en,English
35852,ko,한국어/조선말
201132,en,English
28904,,
194883,de,Deutsch
46808,vi,Tiếng Việt
293863,en,English
297702,en,English
250756,en,English
132342,fr,Français
319389,en,English
174615,fr,Français
329241,ku,
261906,cn,广州话 / 廣州話
256924,zh,普通话
143525,en,English
21891,fr,Français
333089,de,Deutsch
70758,zh,普通话
283691,he,עִבְרִית
95056,en,English
44216,es,Español
87503,fr,Français
198044,he,עִבְרִית
336018,en,English
85966,en,English
26503,,
39992,en,English
48846,,
37932,en,English
325113,ro,Română
309304,en,English
248611,en,English
131455,,
39185,ko,한국어/조선말
54735,en,English
54732,en,English
265330,en,English
214074,en,English
26687,en,English
13892,en,English
333103,en,English
21383,es,Español
197583,fr,Français
73529,,
50794,en,English
111771,en,English
262009,en,English
250745,fr,Français
168864,de,Deutsch
300155,it,Italiano
60591,en,English
77128,en,English
27698,ja,日本語
252845,en,English
250349,en,English
50113,en,English
108309,,
261860,,
312793,en,English
192712,it,Italiano
80530,en,English
296941,pt,Português
290300,en,English
311627,en,English
297270,en,English
175112,it,Italiano
100830,ru,Pусский
118762,fi,suomi
44706,ru,Pусский
31042,ko,한국어/조선말
289723,en,English
28969,en,English
269258,ru,Pусский
36897,en,English
101669,fr,Français
45190,,
327418,fi,suomi
321030,no,Norsk
332340,en,English
72953,en,English
63573,zh,普通话
290304,de,Deutsch
144097,en,English
106824,en,English
107321,en,English
12447,en,English
127546,,
31899,en,English
70026,en,English
86768,en,English
142150,ca,Català
56555,es,Español
52702,de,Deutsch
204686,en,English
134608,en,English
170315,en,English
309889,sv,svenska
18819,en,English
10037,,
122252,en,English
186869,,
80168,fr,Français
118549,fr,Français
48136,en,English
56153,en,English
155597,en,English
142358,es,Español
56177,en,English
56134,,
266689,en,English
54388,en,English
96087,en,English
59810,en,English
253262,en,English
328252,de,Deutsch
254128,en,English
241257,en,English
284537,pl,Polski
242332,sv,svenska
79968,id,Bahasa indonesia
63187,ms,Bahasa melayu
53623,hi,हिन्दी
92705,en,English
29100,iu,
155128,,
51476,ja,日本語
63029,ja,日本語
28663,,
59873,en,English
23334,en,English
46626,en,English
109279,en,English
81720,en,English
89156,ja,日本語
259180,de,Deutsch
125889,fr,Français
284689,ru,Pусский
300302,en,English
90171,fr,Français
258630,es,Español
89315,en,English
134602,en,English
173205,en,English
105972,,
321494,tr,Türkçe
39412,,
40978,en,English
146047,sv,svenska
61108,is,Íslenska
40348,ar,العربية
39965,en,English
28682,en,English
28324,en,English
28325,en,English
28574,en,English
153035,en,English
89817,ro,Română
84708,fi,suomi
99545,en,English
294085,hi,हिन्दी
166260,ru,Pусский
146270,te,తెలుగు
31524,en,English
290504,en,English
174351,fr,Français
250734,ja,日本語
249916,en,English
121929,en,English
84300,en,English
282983,en,English
139215,en,English
202575,,
134126,en,English
137955,en,English
150230,it,Italiano
259611,en,English
265851,,
214093,fi,suomi
71394,en,English
259072,,
107184,en,English
182067,it,Italiano
254321,en,English
2192,bs,Bosanski
110260,en,English
229134,en,English
49212,no,Norsk
28318,sv,svenska
30997,ja,日本語
28678,,
52809,en,English
50849,en,English
52810,fr,Français
53155,lt,Lietuvikai
94809,ru,Pусский
52808,en,English
28489,pt,Português
105859,es,Español
3701,en,English
28488,en,English
68146,en,English
3699,ja,日本語
64630,en,English
105079,fr,Français
64525,en,English
145002,en,English
148431,en,English
151423,fr,Français
260857,en,English
268159,en,English
215946,en,English
290656,en,English
92397,en,English
15165,fr,Français
13284,it,Italiano
15016,de,Deutsch
316322,sr,Srpski
21705,en,English
73456,fr,Français
285733,en,English
57737,sv,svenska
13002,ja,日本語
129533,en,English
13004,es,Español
34134,fr,Français
13283,en,English
91342,en,English
23566,en,English
168903,it,Italiano
13459,en,English
255718,de,Deutsch
196254,en,English
16418,fr,Français
16962,,
13285,cs,Český
15015,,
15906,en,English
227200,,
18198,ko,한국어/조선말
136215,en,English
53019,af,Afrikaans
56858,xh,
33447,en,English
304410,ja,日本語
98297,ja,日本語
249070,ja,日本語
237718,en,English
96349,ml,
104513,fr,Français
68370,it,Italiano
216989,fi,suomi
289339,en,English
54002,en,English
21671,ja,日本語
335819,en,English
44683,fr,Français
37339,en,English
218670,en,English
240704,en,English
183832,en,English
290815,en,English
200918,en,English
174378,en,English
227325,en,English
135214,ja,日本語
209556,en,English
160768,en,English
287815,en,English
193418,en,English
38911,ja,日本語
173911,ja,日本語
75947,de,Deutsch
298634,ja,日本語
268015,en,English
283322,en,English
232351,ar,العربية
275601,fr,Français
44720,it,Italiano
284581,,
113374,en,English
182228,fr,Français
288931,de,Deutsch
85129,en,English
314407,es,Español
171755,,
256562,es,Español
256328,,
55194,en,English
65252,ja,日本語
111173,en,English
64316,en,English
201867,en,English
221418,,
84350,en,English
89595,en,English
320179,en,English
305022,en,English
128766,,
57510,en,English
158443,fr,Français
133741,de,Deutsch
179159,sr,Srpski
253291,de,Deutsch
75910,en,English
49785,en,English
332286,en,English
42413,,
110980,en,English
330115,en,English
316715,en,English
50106,de,Deutsch
42156,ja,日本語
77352,en,English
320882,pl,Polski
64714,de,Deutsch
306482,en,English
168758,en,English
153737,pl,Polski
60170,en,English
240607,de,Deutsch
149868,en,English
301728,ja,日本語
205466,en,English
130612,de,Deutsch
284305,,
101852,pl,Polski
285581,pt,Português
332835,en,English
326923,en,English
265934,,
256021,en,English
164286,en,English
252596,en,English
273879,en,English
54466,en,English
147055,en,English
89857,ja,日本語
323214,en,English
327476,sv,svenska
254470,fr,Français
59839,en,English
62363,en,English
121927,en,English
223895,ja,日本語
264471,ja,日本語
241553,en,English
290370,de,Deutsch
172747,it,Italiano
46568,cs,Český
46443,da,Dansk
61738,de,Deutsch
241562,fi,suomi
44488,fr,Français
101652,it,Italiano
187447,lt,Lietuvikai
97987,lb,
107193,mt,Malti
218772,nl,Nederlands
72949,pl,Polski
94527,pt,Português
136368,sk,Slovenčina
266621,sl,Slovenščina
108353,es,Español
70324,sv,svenska
183049,tr,Türkçe
134223,el,ελληνικά
96793,en,English
139170,en,English
75193,de,Deutsch
190795,en,English
261033,en,English
258099,ja,日本語
337101,fr,Français
90879,en,English
108969,ro,Română
187219,en,English
52777,en,English
259550,en,English
130401,en,English
13775,da,Dansk
1481,en,English
174754,en,English
175869,en,English
50868,en,English
50922,en,English
67025,en,English
214138,en,English
330544,hu,Magyar
147287,hr,Hrvatski
42770,,
9646,fr,Français
266442,de,Deutsch
213857,fr,Français
27998,fr,Français
277662,ja,日本語
66082,ja,日本語
127142,en,English
29846,,
208517,en,English
191829,is,Íslenska
242629,fr,Français
188465,en,English
252886,en,English
257084,en,English
193524,,
258480,fr,Français
333382,en,English
120370,ja,日本語
147841,ja,日本語
313867,es,Español
57419,en,English
31789,en,English
42533,,
61777,es,Español
201419,fr,Français
173165,it,Italiano
69129,fr,Français
129360,de,Deutsch
134255,ja,日本語
326284,ja,日本語
218482,ja,日本語
242065,en,English
241882,en,English
21625,en,English
28740,en,English
48842,fr,Français
17593,de,Deutsch
55033,en,English
305088,el,ελληνικά
245846,cn,广州话 / 廣州話
31139,zh,普通话
123969,en,English
42279,en,English
191608,it,Italiano
78478,it,Italiano
257521,en,English
298830,en,English
276550,en,English
34312,fr,Français
118612,en,English
127326,en,English
58301,it,Italiano
222885,en,English
148782,fr,Français
71393,ja,日本語
123949,ko,한국어/조선말
51268,ru,Pусский
145221,ru,Pусский
215976,ru,Pусский
297362,es,Español
76018,en,English
40537,en,English
102165,en,English
308715,it,Italiano
58128,en,English
21614,en,English
254320,en,English
322766,en,English
88937,en,English
287483,en,English
256057,en,English
287424,fr,Français
28746,en,English
40029,ja,日本語
103067,,
14067,en,English
268920,it,Italiano
41051,en,English
223485,en,English
138502,es,Español
259830,en,English
291854,it,Italiano
24632,,
169844,cn,广州话 / 廣州話
84572,fr,Français
65497,ru,Pусский
193387,en,English
40774,sv,svenska
35564,en,English
94365,it,Italiano
87321,en,English
291613,en,English
103675,fa,فارسی
171424,en,English
337210,en,English
113040,de,Deutsch
244418,de,Deutsch
114953,en,English
182424,fr,Français
167649,de,Deutsch
33382,fi,suomi
310319,ru,Pусский
21554,sv,svenska
215520,,
337944,,
248574,fr,Français
292040,fr,Français
61041,fa,فارسی
322488,,
56959,sv,svenska
75162,de,Deutsch
5061,fi,suomi
63625,de,Deutsch
190853,de,Deutsch
261039,de,Deutsch
261857,en,English
51560,,
91584,en,English
17566,en,English
224303,zh,普通话
283704,fa,فارسی
104146,fa,فارسی
115384,ru,Pусский
140470,en,English
140418,en,English
74314,de,Deutsch
125873,en,English
38433,fr,Français
140472,de,Deutsch
5056,es,Español
26181,en,English
277399,it,Italiano
105869,en,English
321769,fa,فارسی
281730,fa,فارسی
118575,nl,Nederlands
294544,sv,svenska
48643,nl,Nederlands
43351,en,English
12826,en,English
84628,,
191322,en,English
61803,it,Italiano
73369,en,English
236395,ja,日本語
52051,en,English
78552,en,English
104106,el,ελληνικά
320703,de,Deutsch
170277,el,ελληνικά
25973,it,Italiano
59142,en,English
47590,en,English
165567,en,English
32683,en,English
334132,en,English
47759,de,Deutsch
259954,en,English
291817,fi,suomi
334130,fi,suomi
33510,en,English
32648,en,English
170033,fr,Français
35401,en,English
197366,en,English
20870,en,English
95431,en,English
107705,de,Deutsch
156145,hi,हिन्दी
46567,en,English
112601,en,English
277778,ar,العربية
83444,en,English
109774,en,English
143887,en,English
38359,en,English
83475,en,English
83461,en,English
27862,en,English
27922,,
83446,en,English
53194,en,English
160833,it,Italiano
104522,it,Italiano
63717,en,English
118794,fi,suomi
64483,en,English
179288,en,English
41703,en,English
23898,en,English
25936,,
64268,en,English
186634,tr,Türkçe
40373,ar,العربية
339533,en,English
110419,fr,Français
36530,ja,日本語
3122,de,Deutsch
281418,fr,Français
259261,en,English
286217,en,English
22376,en,English
112355,fr,Français
276137,en,English
333381,,
109835,hi,हिन्दी
30778,ur,اردو
86633,es,Español
294862,en,English
250784,en,English
251516,is,Íslenska
151693,sv,svenska
102596,da,Dansk
58859,,
320295,en,English
323517,en,English
273886,en,English
20963,,
64100,en,English
187771,hi,हिन्दी
64577,nl,Nederlands
270585,,
240478,en,English
269494,en,English
82465,,
119687,en,English
37873,bg,български език
43112,de,Deutsch
310593,el,ελληνικά
189243,es,Español
20806,de,Deutsch
247451,en,English
261419,ru,Pусский
198312,en,English
21297,pl,Polski
46406,en,English
21175,ja,日本語
21567,fr,Français
51216,ru,Pусский
21570,en,English
56927,ar,العربية
42098,fr,Français
334074,en,English
318256,fr,Français
45210,de,Deutsch
27937,it,Italiano
337789,en,English
89330,en,English
154397,fr,Français
198240,es,Español
122767,en,English
62558,de,Deutsch
92469,he,עִבְרִית
200445,en,English
85602,en,English
155797,ja,日本語
75903,en,English
200331,es,Español
24085,es,Español
30929,en,English
84642,en,English
169618,en,English
65651,ko,한국어/조선말
10986,en,English
119409,en,English
190940,en,English
19025,en,English
20359,en,English
109028,ja,日本語
14394,en,English
87995,en,English
20968,en,English
20364,en,English
150922,en,English
33125,en,English
30162,en,English
33124,ja,日本語
33457,,
166259,en,English
339992,en,English
323384,en,English
334088,en,English
119172,,
238713,en,English
265193,de,Deutsch
43269,en,English
13179,es,Español
69921,fr,Français
209415,en,English
314555,de,Deutsch
38608,en,English
80136,en,English
81616,en,English
96411,,
270015,fr,Français
271718,ru,Pусский
29510,en,English
26861,de,Deutsch
229702,ja,日本語
58611,en,English
43211,et,Eesti
38262,sv,svenska
58615,no,Norsk
58613,,
57918,,
43646,en,English
173177,en,English
43648,fr,Français
61303,en,English
43649,es,Español
75001,cn,广州话 / 廣州話
328720,yi,
58191,en,English
38285,sv,svenska
43571,ja,日本語
121516,en,English
75336,en,English
82066,,
279568,en,English
139563,en,English
49352,en,English
246917,en,English
39895,,
2197,en,English
101029,fa,فارسی
19095,tr,Türkçe
30993,fa,فارسی
103612,en,English
17381,pt,Português
42251,,
264525,en,English
268100,ja,日本語
280276,en,English
86700,en,English
222936,,
44486,en,English
39309,en,English
132551,en,English
34449,en,English
79757,en,English
231625,en,English
98120,en,English
135695,en,English
161545,fr,Français
250235,ja,日本語
173847,en,English
169683,en,English
231176,en,English
53319,fr,Français
321160,fr,Français
245906,fr,Français
69520,en,English
215646,en,English
239877,ar,العربية
